RASMC_RNA_PDGF_JQ1_2H	RASMC_RNA_PDGF_24H	LOG2_FOLD_CHANGE	P_VALUE
Camk1d	0.638239127959119	1.49506733660997	1.22804150122721	0.0556405937165264
Camk2b	0.376135963691008	1.63652124991481	2.12130617635714	0.0867595437858501
Camk2d	40.9511549945682	92.8687212939198	1.18128862813864	0.00241211868395544
Camk2g	0.56767218798813	1.20517896361384	1.08611742966221	0.105852236944246
Camk2n1	35.9032000861919	78.5713596696964	1.12989108776908	0.00936763168460622
Camk2n2	10.429076891804	14.6775993814695	0.493004558814781	0.127813892220471
Camkk1	2.93629575115726	4.33771645560802	0.562938463748459	0.333265863266449
Camkk2	2.91658999698181	3.15385097089839	0.112831898024364	0.586109331390418
Camkmt	2.35631821666975	13.0542241520931	2.46991042603409	0.0175006181841521
Camlg	13.4064529962441	25.8116720438224	0.945096012608545	0.0208056564227939
Camsap1	21.3768809521372	21.0755607937894	-0.020480348393275	0.617103602062104
Camsap2	13.0323401776697	13.9495987717178	0.0981274593035645	0.588967244701973
Camta1	10.6373602765906	11.1135243073264	0.06317621297461	0.916107992085398
Camta2	5.86472330963881	20.8693008897949	1.83124732139779	0.00113071331108015
Cand1	53.0638021133482	66.2253590095059	0.319655708636741	0.0210745363577128
Cand2	1.92694852824876	13.1152019887435	2.76685008622404	0.00281983978709404
Cant1	11.1809258542976	28.4443018380722	1.3471000129145	0.0123699841735707
Canx	178.474462254771	282.735779251328	0.663736807745608	0.000989522129597988
Cap1	240.803396422032	501.487859870458	1.05835903538167	0.000617865606398865
Cap2	0.217511773867869	2.99555537889168	3.78365810390601	0.108423319578957
Capg	37.8972154215423	209.902956238919	2.46955873313569	0.00552497347959753
Capn1	15.1466507479758	51.3602612392646	1.76165372272349	0.000117320830309165
Capn10	6.16330165275187	17.051012586634	1.46808210897107	0.0022063912486149
Capn12	21.1562521483584	15.0770758469233	-0.488727425774658	0.000595769769980501
Capn15	2.97964670772039	5.17807725688128	0.797275207777985	0.018420830697864
Capn2	55.5206432117991	140.458071929605	1.3390433496383	0.000185880730355782
Capn3	0.114224333369072	0.740535200697826	2.69669829162138	0.139058331281209
Capn5	4.91055991072221	35.6371658533054	2.85942316933616	0.0074231880010239
Capn7	25.0959148204864	20.4812416696676	-0.293149356585751	0.158098738381219
Capns1	2.60861005977926	3.11653857472511	0.256663266362524	0.580569958339204
Capns2	0.520699204929048	0.169614826940731	-1.61818791471999	0.503196706376443
Caprin1	129.318683886159	221.716427422124	0.777784936457662	0.000250535331584078
Capza1	60.5803302449368	101.947155315007	0.750900171727674	0.00444633870159727
Capza2	98.8745446137915	122.954729176266	0.314456175914197	0.0276619319795408
Capzb	205.619325067207	345.044651050783	0.746807206072556	0.000803125201077245
Car11	6.21640160748043	18.7075663934981	1.58947027882416	0.00280329176449089
Car13	0.231861014529604	0.904622280422675	1.96405526591469	0.245648030752818
Car3	1.57419883264628	1.76756219093372	0.167143201422116	0.902616538364885
Car5b	3.22159427857343	15.1192502447296	2.23053987854168	2.73272091560245e-05
Car9	92.0497537882506	153.701987779037	0.739650055248284	0.0135270561412926
Card10	0.22845163468338	0.859146563376417	1.9110154985589	0.106112161238568
Card6	4.41990588250105	11.1522054528884	1.33524149049147	0.0258912959784212
Card9	0.108487633528318	0.419391809292121	1.95076808624225	0.245194381913928
Carf	0.655230525042733	3.32621374076119	2.34380640434439	0.10486044758274
Carhsp1	55.2947735076337	65.871577306373	0.252512973544854	0.0382702779539441
Carkd	20.4661966174791	25.9797853857014	0.34414649225946	0.116277010029521
Carm1	17.0080561212387	57.1039218475588	1.74737156959852	0.000409729494703207
Cars	49.0217548634037	57.1700102445134	0.221836418578908	0.0837413711078954
Cars2	2.6994905741891	9.92664939716792	1.87861965887845	0.0127491426686058
Casc1	1.90261449628779	2.2750619327937	0.257922544146963	0.660195258337685
Casc3	30.447342260314	31.2102451269205	0.0357033871095987	0.883360800691701
Casc4	29.4625825528822	21.651640983198	-0.444407524542319	0.0559202573076124
Casc5	1.23208553808035	1.91428229411375	0.635701176661812	0.0932846890783132
Cask	3.62622867484675	4.08153926896658	0.17064343147699	0.62398383051343
Caskin1	1.34605228597946	1.25723908759464	-0.0984754196304499	0.87000094736954
Caskin2	2.84268687324772	6.6323218155846	1.22225881895429	0.000900225559927449
Casp12	12.0052597342323	25.5926965362364	1.09206554612779	0.052428387665865
Casp2	1.41230357909579	7.01276706109818	2.31193357388619	0.00919458051256253
Casp3	17.5131436325663	40.9765054716005	1.22635888203626	0.00736985082777046
Casp4	12.35006166528	21.394471116453	0.792719769786299	0.00946242254124683
Casp7	8.30042117230026	9.7471075241011	0.231789617186221	0.404039486263986
Casp8	1.99374526965927	7.37449080681513	1.88706234176474	0.0108275245237552
Casp8ap2	3.25836130063078	4.1428222648241	0.346467342456593	0.060406671424451
Casp9	5.40428790162453	11.7741347092103	1.12344460064713	0.00376094117417838
Casq1	1.24772939797124	4.01488614936252	1.68605399482629	0.0568470679515792
Casq2	80.6623080797849	21.9197178535369	-1.87966545944216	3.43702658275833e-05
Cast	56.125024707613	104.350750258009	0.894724893105836	0.011539919553756
Cat	35.9248323617117	72.4915949399564	1.01283230654804	0.00122826768429523
Catsper2	0.254259482005061	1.19874726366884	2.23715403997386	0.088475218340592
Catsperd	0.467426061170452	0.843740100999298	0.852060497736627	0.0284266188039216
Catsperg1	0.356888858335653	0.590057294370794	0.72538018370263	0.388702660771124
Cav1	269.448045448504	362.018765071027	0.426057359072393	0.0256177248071645
Cav2	8.52897952201059	41.7768750159729	2.2922595393463	0.00207890533140038
Cav3	2.85727735980311	3.44370131616356	0.269318930907895	0.480505656711025
Cbfa2t2	6.69069505084775	11.1827072650333	0.741041502561657	0.0279242196299978
Cbfb	13.3744240001313	30.8361540815749	1.20514608206852	0.00123728458523188
Cblb	5.93106658461547	11.343729911371	0.935531614954529	0.0417080495472085
Cbll1	7.00292667024186	6.46476602707553	-0.115359823725368	0.671828244803895
Cbr1	0.0988563726497751	0.661627584227312	2.74261350828402	0.412875054555157
Cbr3	8.30136633712485	24.2141719905466	1.54443095353676	0.0550065875188017
Cbr4	5.18308733330399	18.9808378521514	1.87266006923623	0.0188550062703231
Cbwd1	4.20957603043001	11.8564411976394	1.49392419484267	0.0488372796911959
Cbx2	1.62717149395929	2.34280447702436	0.525870246217744	0.4591313741001
Cbx3	30.5621272043771	46.1448761338166	0.594425499574842	0.091562441831311
Cbx5	21.4049027170299	45.4815848351079	1.08734124808701	0.000575215004675073
Cbx6	16.3033466070872	114.771500840369	2.81552440408569	0.000229911702512144
Cbx7	0.649844147884084	1.71870021407477	1.40315226010083	0.0179348078418643
Cbx8	6.29184418921978	14.9831529112516	1.25178639316369	0.0138640372093778
Cby1	11.4718148822686	37.6859389513999	1.71593268916729	0.00294432694069628
Cc2d1a	6.74581656271357	27.0021910271809	2.00101148284932	6.57337447587741e-06
Cc2d1b	20.1283033157153	47.8644320297583	1.24972842246135	0.0096314034650937
Ccar1	13.1944389378544	16.0200406457897	0.279947803342031	0.207235294410951
Ccar2	12.3965881823443	26.4713505007877	1.09448868595414	5.02445819281994e-06
Ccbl1	3.90055300842816	14.1530915462719	1.85936663971314	0.0684682733277715
Ccbl2	2.46037859280569	5.38935711178717	1.13123285779693	0.00625692620669508
Ccdc101	8.63995397823637	10.506136308381	0.282136674663412	0.320073648960336
Ccdc102a	16.3934607812705	33.5807307226875	1.03451317369488	0.0191699185218563
Ccdc104	11.3230512311599	45.9014934534938	2.01927831932638	0.00680885912254549
Ccdc112	9.36879024497592	7.89956994127979	-0.246088656386734	0.413344582237373
Ccdc114	0.682095438715319	0.527060802390901	-0.37200421253651	0.561503793665992
Ccdc115	11.1673641584895	16.3601551707363	0.550897726249788	0.0310980671458291
Ccdc117	7.2516928844921	7.10279348196648	-0.0299312882882401	0.80572738119251
Ccdc12	8.72128562324939	51.7975949830843	2.57027238708224	0.013561461945919
Ccdc120	1.42400415377175	3.92222058712536	1.46171732090747	0.0701014934657369
Ccdc124	18.7703435676671	28.3634206110572	0.595576474063981	0.0181421057843541
Ccdc125	0.187724508594097	9.09098295762004	5.59774737314859	0.0375544738977278
Ccdc126	6.05234848882333	7.85590792628749	0.376282961873025	0.0588318122197846
Ccdc127	12.9123078951335	23.6427115038217	0.872648617561865	0.0014527124623612
Ccdc130	5.70925901293133	12.0668388568144	1.07967236363351	0.0723162992085839
Ccdc132	3.46111529183587	10.5448189269918	1.60722541728632	0.00378245739306941
Ccdc134	7.77224863122415	9.35812771772945	0.267887865509363	0.268137539919864
Ccdc137	11.3934945265648	6.62744427979605	-0.781685766637478	0.00370260632416971
Ccdc146	0.180522342807819	0.60656024649926	1.74847354092465	0.0681297129033623
Ccdc151	0.0975196577097898	0.568688354014254	2.5438732928292	0.288654684423956
Ccdc163	3.05723718115601	1.8282185143051	-0.741789965121637	0.212811000704299
Ccdc167	2.76015822739712	7.30963778895736	1.4050489461995	0.0437232076778366
Ccdc17	2.50913502666444	4.89192374264634	0.963211804638246	0.000630701240294839
Ccdc174	14.4570962110395	13.1346339601533	-0.138401812404194	0.409440221773171
Ccdc175	0.0879964485413649	1.13288714905893	3.68641504704491	0.232327472109141
Ccdc176	1.90900229065006	2.18212889484704	0.192917487994505	0.719304842761016
Ccdc181	0.861117449346341	9.7033872758835	3.49420652589469	0.00426952048443309
Ccdc19	0.693873821846159	0.221631548094564	-1.64651008226742	0.213664582710694
Ccdc22	8.01283607164761	19.9931866988498	1.31912357333947	6.9733259510031e-05
Ccdc25	20.6193542206646	22.1174345402416	0.101184903738707	0.393974590214704
Ccdc28a	0.965646148696576	6.39551289477397	2.72749353222095	0.0270503245581252
Ccdc28b	0.732810782074265	3.53066925305648	2.26842904274274	0.0423140027358147
Ccdc32	5.99887415374772	17.0075789242045	1.50341411236531	0.000769425505066041
Ccdc34	1.45190762293352	5.11181371915972	1.81588559830969	0.000141441896812088
Ccdc39	0.876923047873878	2.19891624170436	1.32627049860618	0.0131082023208503
Ccdc43	4.22582085662575	11.6492653881516	1.46293546612038	0.0297749396668273
Ccdc47	40.2874604721787	71.0551064611246	0.818607466423836	0.00546144093523865
Ccdc50	48.8623858089018	88.1643487513697	0.851471079382286	0.00327795963659775
Ccdc51	4.23236517415626	7.65973104877043	0.855829626123092	0.01525276915208
Ccdc53	24.7360912153499	52.5349713731827	1.08666056849556	0.0177140428504747
Ccdc58	9.45297398209887	23.4079801987008	1.30816026479193	0.00225966158318286
Ccdc59	6.24796131815756	14.0049327453616	1.16447762857311	0.00022466639177394
Ccdc61	3.4765454982108	9.64368411327595	1.47192992458644	0.046470658448356
Ccdc62	1.91498074278446	3.97731756970598	1.05446587465791	0.0468740250278133
Ccdc64b	0.745393307235238	0.108845601674658	-2.77571875434202	0.182024783940847
Ccdc65	2.97195902876017	5.50051727288001	0.888153070058936	0.0245041089081022
Ccdc69	0.0903461443421578	1.34651877226244	3.89762749962313	0.143784850833192
Ccdc71	6.52953739910127	20.4374325107538	1.6461612772187	0.00149469214854055
Ccdc77	0.905306264773153	2.53152983864036	1.48353164602895	0.172801111789491
Ccdc8	3.70584840385058	19.0913860359728	2.36504607533968	8.94114544913492e-05
Ccdc80	205.42991988481	246.466423706362	0.262744802044451	0.0223006268665876
Ccdc82	2.19512845699571	5.2824144441208	1.2668921284612	0.000380410198317667
Ccdc86	27.9190326982694	35.8616310005127	0.361192146190186	0.0732192769441235
Ccdc90b	10.4039930963922	27.8990018988385	1.42307616273131	0.00379241813141027
Ccdc91	6.83542709968971	19.8518389013361	1.53816926221987	0.00217445055063328
Ccdc92	3.42926161694439	6.96584308128784	1.02240000279491	0.0108280729573471
Ccdc93	10.1422635470816	21.0790831101521	1.05543244605944	0.0237867491274479
Ccdc94	3.27968646586503	13.4365261216995	2.03453038546048	0.00129195325109765
Ccdc97	16.2295159475187	27.352702752049	0.753063422908428	0.00250334435203344
Cchcr1	4.73112403539456	22.9547813555014	2.27853980098626	0.000109096796201396
Ccl11	0.0838475925519312	3.31884395391832	5.30676762640689	0.282430510951462
Ccl19	0.435179928029079	0.104484062019834	-2.05832912550034	0.423693732692299
Ccl2	30.8516142682266	105.230989605225	1.77014174476797	0.016078743019311
Ccl27	1.19622579658379	1.08149766551028	-0.145459183597876	0.887856095678777
Ccl7	66.0013959688624	283.390723324048	2.10222408924803	0.0122819961877677
Ccm2	52.7762991939012	47.1276592793927	-0.163316160982007	0.102259176804592
Ccna2	21.9722699363394	7.62241683060869	-1.52736351208574	0.0146258008481514
Ccnb1	3.37529219900572	5.55663090009646	0.719198010609828	0.0762488844545708
Ccnb2	3.37663345136803	6.36559354902038	0.914709465201977	0.170420422358789
Ccnc	9.87145241216028	14.7997047620388	0.584234123109175	0.000204054105271343
Ccnd1	41.8432958947914	335.617522641585	3.00374964231262	0.00485705535007804
Ccnd2	2.78549447870212	17.0202631907099	2.61124798467414	0.000471177538840833
Ccnd3	77.7274651198924	99.2997945000571	0.35336626487217	0.0379972188820199
Ccndbp1	15.8830558688311	31.9411699985329	1.00792864845594	0.00247726089583597
Ccne1	9.93998324135532	8.15841219136964	-0.284955020485131	0.0889457684619372
Ccne2	3.24245390933705	3.85130955555822	0.248263019786596	0.600427388149716
Ccnf	18.0763559975555	3.7133640657566	-2.28330520298906	0.00209581949377364
Ccng1	134.151373991629	349.367096623707	1.38088191080395	0.000146758838391397
Ccng2	11.3000652659828	31.1490092837158	1.46285517277894	0.000519634848010119
Ccnh	44.200529626416	26.9831088102732	-0.712007081231371	0.029572015169474
Ccni	62.4662463507197	102.605952359814	0.715965681900344	0.0016601383155861
Ccnk	19.2509933289056	22.1721403008989	0.203815152736705	0.168107368501274
Ccnl1	32.9749576543052	27.7346042596568	-0.249683666761297	0.187404702816503
Ccnl2	62.3204668217261	62.0527629621529	-0.00621059094052824	0.95800132426425
Ccno	0.709714203895143	0.114456486208118	-2.63243895784559	0.336590003373676
Ccnt1	0.841266124848695	0.489525201393147	-0.781179119084534	0.358379195853699
Ccnt2	6.88817329003396	10.4196824690102	0.59711797030298	0.00856353226798237
Ccny	29.8585099696663	65.2632483260879	1.12812862359578	9.02141938019031e-05
Ccp110	5.57831193644893	4.34467754196444	-0.360579505923645	0.0988083556880176
Ccpg1	12.4003592943784	22.5086046695502	0.860094702880596	0.0187871055208564
Ccpg1os	0.0829782780524036	15.5065220614932	7.54592570802651	0.0970847096234007
Ccr10	0.429578929525248	0.711899747729183	0.728750857900198	0.536908084172298
Ccrl2	0.659846868028012	0.735419104287622	0.156435400302358	0.898052805366752
Ccs	10.5510928016229	54.5447519401594	2.37004796334987	0.000218236951406821
Ccsap	4.12146033143684	1.75212597975233	-1.23404909916184	0.0739548744450557
Cct2	148.642111198006	257.477277710143	0.792602222616368	0.00132014960071089
Cct3	162.778442100163	240.790087872406	0.564866358804973	0.00213275030457109
Cct4	146.503985299939	233.848590328309	0.674634821675447	0.00318669186409393
Cct5	242.58888413916	323.792673486574	0.416556896816559	0.00814029732003808
Cct6a	97.006685939757	132.388177866057	0.448618206715	0.034661330261935
Cct6b	0.752245138643427	0.504288417167174	-0.576953789331516	0.564567974425709
Cct7	95.7692590232108	161.460202481589	0.753544061381027	0.00313328062674887
Cct8	114.402484038769	172.714148572117	0.594267893941604	0.00337733677485182
Ccz1b	11.870857004922	35.0589269353184	1.56235774684496	0.00226756343118449
Cd14	4.37870820530296	57.8854444229609	3.72462340341447	0.0169515622404417
Cd164	184.624461828493	285.461991801902	0.628704953309386	0.00428386439324489
Cd180	3.96465336170847	48.0031166602838	3.59786143900997	6.98411353702218e-05
Cd1d1	6.34689098217298	19.4664092651668	1.61686482457189	0.00118801295055637
Cd200	25.2904824453663	77.1378404194412	1.60884419793903	0.0105532600513522
Cd24	34.4668564549891	44.7080114011289	0.375323652769197	0.44752152786693
Cd274	0.887354676723726	1.86147899108938	1.06886656198131	0.426387249126347
Cd276	24.6594574778061	80.5533342752814	1.70780324643753	0.0035981715455472
Cd28	0.506615815880811	0.156545688998742	-1.69430833713605	0.45776846755633
Cd2ap	35.042856528527	44.938250054951	0.358823564041023	0.10116279089835
Cd2bp2	23.7084291234651	51.2897520611122	1.11327052153601	0.0200259456327949
Cd302	5.65525046758168	10.8733073899708	0.943128012285643	0.0454829757753
Cd320	38.6580625029357	34.7732745975131	-0.152790401184025	0.467707801475144
Cd38	3.65641851746589	25.9226561706146	2.82571043452376	0.000112044657448226
Cd3eap	51.9511188084013	24.2589921523977	-1.09863520456625	0.000994549749320412
Cd44	359.597393983624	98.1999150611791	-1.87258888384061	0.000764646598880739
Cd46	1.7610888568627	2.24766089546579	0.351956689512283	0.460634688049717
Cd47	21.9198019763329	39.1671478414591	0.837409309770255	0.01033036291526
Cd48	20.0434948830114	49.7325883176294	1.31105743180733	0.00523419986906746
Cd55	8.54166480623715	3.01180010135917	-1.50389126565784	0.0342829381549748
Cd59	52.4882424653361	52.3081876643713	-0.0049575052075192	0.967901764703602
Cd63	1992.10530828733	4203.80783392773	1.07740280744184	0.000945545229008784
Cd68	2.07905521219784	0.632963360935412	-1.71573417464965	0.0105712050805274
Cd7	0.121458374495262	0.450913353679002	1.89238826912021	0.450960954949577
Cd72	0.460449407482874	0.445128519611637	-0.0488207089468465	0.944329840444485
Cd74	4.19297510883459	2.26205335984513	-0.890341304165375	0.0337001590542029
Cd80	0.21972812029158	12.5033698527559	5.83045365151628	0.0295264645916682
Cd81	507.335224202368	970.634291189922	0.935988499427622	6.50294469920416e-05
Cd82	31.5380177408651	157.963319946538	2.32442570426401	0.00043110686341124
Cd83	0.237980977808303	0.111629142087544	-1.09213255259164	0.232059043039455
Cd9	323.04084747224	399.954601470516	0.308119649540055	0.011048721860265
Cd99	383.972669986288	422.009949233768	0.136273384133143	0.0951684235421329
Cdadc1	10.3455032919662	23.3835822765318	1.1764921305543	0.00792066066659415
Cdc123	41.0319422308688	78.5472482284942	0.936813288746486	0.000673674015537855
Cdc14a	2.55285729277597	3.01779151487545	0.241380248310667	0.368781461636451
Cdc14b	3.60379730700075	7.73642197405064	1.10214861698384	0.00614029715546214
Cdc16	24.1398178612481	41.7082325413304	0.788917386047471	0.0021885022179544
Cdc20	8.89276223113967	15.9351313253865	0.841507391333791	0.0337587155808301
Cdc23	9.9339347815713	26.2757220447657	1.40329322901469	0.0209510328108319
Cdc25a	5.66827699968578	8.68943443752216	0.616352018330701	0.120694883095429
Cdc25b	5.70672420808868	9.77384717401206	0.776263703664693	0.00880448191041088
Cdc25c	3.90457210093193	4.91149240720255	0.330997015615715	0.267091961334304
Cdc26	4.47719390932023	22.1571397400316	2.30710494775183	0.00669026355682004
Cdc27	12.9307861489742	28.9781032530467	1.16415317822268	0.000542693271758876
Cdc34	56.6145938996181	56.7607370036851	0.00371932847460287	0.975316472849321
Cdc37	199.288512652776	298.803499621388	0.584338492193961	0.00222770476301237
Cdc37l1	23.4283564646353	25.4551440924677	0.119701481738482	0.585866858967214
Cdc40	5.30596595971116	11.4980001804562	1.11569563337072	0.0150128143881029
Cdc42	329.637759040816	519.010488724593	0.654882185935101	0.000631359851152582
Cdc42bpa	16.0468181405474	20.6507598226351	0.363907605573244	0.0599525385797795
Cdc42bpb	28.7929695906992	35.6943008049808	0.309977151812299	0.00781063889404196
Cdc42bpg	0.50601318177817	1.67020783305246	1.72278076315514	0.13168616705822
Cdc42ep1	6.50230292164489	26.4987124183945	2.0268995870405	4.89861324117709e-06
Cdc42ep2	4.67318061418569	13.1042082260948	1.48755348447709	0.00616240006456057
Cdc42ep3	52.8042873718503	16.2256317574067	-1.70238042023391	0.00035112908665979
Cdc42ep4	11.7912543966553	19.986050784685	0.761276220104933	0.011940639237194
Cdc42ep5	13.8760801139202	71.1565253397424	2.35839598856031	0.00554505019693275
Cdc42se1	42.875588008853	47.2335876992076	0.139656664773404	0.260051610734071
Cdc42se2	23.9146542536773	14.4232046087571	-0.729503189403425	0.0353631181308557
Cdc45	3.14566558886404	2.92751431614418	-0.103689082274987	0.830399733816234
Cdc5l	33.3949591322871	45.1152952908135	0.433986279889106	0.104396296093719
Cdc6	2.24573377148789	1.78831738005373	-0.328584108173619	0.495512337935697
Cdc7	3.36035491538264	3.54931081995942	0.0789253032795766	0.761898674579663
Cdc73	21.3633730208884	19.3974149601119	-0.13927504804679	0.250624302841969
Cdca2	1.68672085022749	2.14124107359087	0.344226002498473	0.578187285927015
Cdca3	9.42196003897949	7.9545472183379	-0.244247400078776	0.415960655093665
Cdca4	35.740849626473	19.2994318332975	-0.889015554514345	0.00112014571708642
Cdca5	1.77813605818167	0.995454584053072	-0.836938317513178	0.139155964870877
Cdca7	2.27847160681226	3.63614442106638	0.67434310938216	0.0784972450913139
Cdca7l	0.231917182793119	1.91632791206653	3.04666283003331	0.115904104089672
Cdca8	14.1842006056872	14.8453243490712	0.0657237691081237	0.712057141245771
Cdh11	45.3548924888269	75.5722988843378	0.736599325305044	0.000840332006824199
Cdh13	73.8121356097465	104.177123650688	0.497108572228348	0.00688001352684543
Cdh16	0.301892605989649	0.846316361105846	1.48716163476923	0.229638843406296
Cdh2	9.92863234822708	20.1052174029879	1.01790302863339	0.000265650602542403
Cdh3	0.465690400301786	1.99177317452922	2.09661031295579	0.150947596918838
Cdhr1	0.529067268407743	6.9021933619051	3.7055318198214	0.0126393503871064
Cdip1	13.420909573999	25.0904273472667	0.902654592864821	0.0772472180457774
Cdipt	30.1597001720986	70.7777340174656	1.23067348758766	0.000467819881428015
Cdk1	34.0148201737055	26.2687074654186	-0.372818246676608	0.119475041704439
Cdk10	18.5619901929503	41.1013777420515	1.14683535200949	0.000722348099503677
Cdk11b	24.7399925492987	50.2637221780995	1.02267244520052	0.00151416464819499
Cdk12	10.4224482058945	10.9733259334634	0.0743066594304702	0.75493132772179
Cdk13	19.2425763788217	11.9128119464817	-0.691787980999722	0.022216406135539
Cdk14	7.09370480958956	34.8492800113729	2.29651764846707	0.00198241418328331
Cdk16	65.642696380708	116.619653394821	0.829104533816426	0.0177075027549488
Cdk17	18.7036691928821	10.1752107825799	-0.878262637954832	0.0152791765721416
Cdk18	0.543401470227767	4.81078372845692	3.14618156965901	0.00158589904491105
Cdk19	5.61046788648319	17.9531662621137	1.67804530863085	9.50959205358105e-05
Cdk2	9.02540069092184	9.73734656455406	0.109537707015712	0.521263281867269
Cdk20	3.62167678685603	8.03189190083552	1.14908205248963	0.0279700600455031
Cdk2ap1	108.862164691436	258.423586341669	1.24723512191621	0.00674166357411213
Cdk2ap2	67.8508208479624	91.1925611008197	0.426549874226887	0.146075709083711
Cdk4	111.753859272374	248.469290460819	1.15274289920201	5.57108277497242e-05
Cdk5	20.1674045409693	63.7858915507404	1.66121193032975	0.00160977409483097
Cdk5r1	2.76978061450259	3.20710846981671	0.211501439461607	0.192770345374285
Cdk5rap1	6.24380775992854	13.090623912846	1.06803583518234	0.00408714133907427
Cdk5rap2	2.05499972604888	5.92517200117235	1.52771883287398	0.00480448811947575
Cdk5rap3	19.3449731033841	48.7991519284635	1.33489735276609	0.00869615711826024
Cdk6	3.076864101424	11.5590958123587	1.9094959208525	0.00616745039297981
Cdk8	19.6084469210591	18.9705285376331	-0.047715397774255	0.827544092942742
Cdk9	64.6396438357984	73.7385001677534	0.189998823618914	0.143980968425608
Cdkl2	2.84436055437997	6.33320957353513	1.15483246649925	0.0180908224224952
Cdkl3	1.18260755983257	1.53329884626399	0.374667506921971	0.427370931121227
Cdkn1a	353.548502560251	244.732719066014	-0.530701156222382	0.00973744653141633
Cdkn1b	23.9551411211095	33.6794196846897	0.491531967678401	0.0577250465682859
Cdkn1c	1.29445207210683	0.651555941379202	-0.990380593213437	0.258581428881902
Cdkn2a	12.8897975093062	74.3605182718598	2.52830722543366	0.007379705729125
Cdkn2aip	16.1032228967978	17.1427020836573	0.0902450712313125	0.526347986084117
Cdkn2aipnl	5.80786248145042	15.771244607764	1.44121731800727	0.00193611057038259
Cdkn2b	15.4733104678437	99.2485656617229	2.68126436256812	0.000185238031621965
Cdkn2c	9.72098258188089	9.19862243648921	-0.0796843237682036	0.820438448819083
Cdkn3	20.9388470859321	23.4619164124505	0.164138851952216	0.504130339512109
Cdnf	0.0943469023342534	0.962109790014429	3.35015447870942	0.119137320435835
Cdo1	4.62153812409937	0.866865528083601	-2.41449296541664	0.000463373407216128
Cdon	4.10715646456152	4.76153545421471	0.213286966311576	0.588180575309583
Cdr2	38.3937203860027	24.4027262574488	-0.653828031616655	0.0103831452248071
Cds1	4.42022332771412	10.8387757046176	1.29401063867081	0.0908389340117878
Cds2	6.26572758713152	19.2476866138533	1.6191311055761	0.00118545040014971
Cdt1	1.74834432184287	1.40537574463946	-0.315033435149261	0.516611693234473
Cdv3	98.5032204320345	83.9441221130984	-0.230741583200461	0.247213611821623
Cdyl	16.1912995823089	11.9768961260666	-0.434964712343844	0.0615354637690267
Cdyl2	2.8738596213331	11.5297127733091	2.00429507552507	0.00337106356813732
Cebpa	11.439095940337	6.12820325246145	-0.900436984266867	0.0614252561999721
Cebpb	89.4887178534798	104.419658924415	0.222615637906461	0.266679671416399
Cebpd	13.2552902702561	50.3686518236518	1.92595785274893	0.005575581708748
Cebpg	33.281806373456	33.4722153456904	0.00823030037501252	0.930047734483465
Cebpz	21.0860930741562	24.5786224843252	0.221112250846345	0.0581591387350323
Cecr5	6.04516721550165	8.16049341262054	0.432874138891282	0.15554991727552
Cel	1.50223985398494	0.163151642950473	-3.20282975737744	0.2911901216614
Cela2a	1.13162113449017	1.69158109424298	0.579981315161483	0.382017211460395
Celf1	42.2360849073096	51.3715187978643	0.282492617928565	0.0576487259676752
Celf2	7.42983948568632	4.78457050332138	-0.634941619028715	0.146136358251093
Celf3	0.337861101873337	3.70650892119797	3.45555881688041	0.0642919640207348
Celf5	0.361077084440446	1.11943578871518	1.63239300854567	0.170418120137719
Cenpa	6.5471148380053	4.41398919358864	-0.568776186785667	0.260126776815405
Cenpc	5.6245082106132	7.47726829061336	0.410784341963695	0.181896105891188
Cenpf	2.93510427088533	2.64887314573146	-0.148033001787609	0.616342820542226
Cenpi	2.19138523522271	3.30685946007184	0.593618607360835	0.210652113111541
Cenpj	2.3975129406074	5.41752741970126	1.17609594801204	0.0203886053690887
Cenpk	4.36348308906515	2.51398435052071	-0.795504536869089	0.064131106227644
Cenpl	1.74563803533422	3.06219873226549	0.810813473005356	0.0749368789046141
Cenpm	9.99830457941962	18.4105734943382	0.880779185951552	0.000455207298277807
Cenpn	6.68076451063442	7.30672509497547	0.129211722657245	0.53000740341192
Cenpq	3.64835254813535	1.43176534491083	-1.34945008136095	0.198228473798683
Cenpt	3.79639181747457	4.99168271689816	0.394897338511293	0.446379240444956
Cenpu	4.06252758321135	1.83050468393226	-1.15013614323697	0.115092374305285
Cenpw	4.16271254576993	2.69503242583321	-0.627221306102586	0.10241183578326
Cep104	8.37783280338357	14.6144661379253	0.802748131184641	0.0125834086192337
Cep112	1.26961276949885	2.17882796208513	0.779163743617763	0.195526248321411
Cep120	2.9781141649293	13.6163988421555	2.19287423589739	0.003850044746301
Cep131	3.8533200746465	8.99142773621569	1.22244818953461	0.0185739690600179
Cep162	0.723484689340995	4.26620235035274	2.55991800447687	0.00573960218472196
Cep19	8.58414213824084	29.7774068291121	1.79447225214228	0.0143163626401298
Cep290	1.16381100826181	2.61885525702011	1.17007952733264	0.0483902669736055
Cep295	3.85343079461572	1.5197996328713	-1.34226234684432	0.0865378091724536
Cep41	0.451696983382732	3.25518686204759	2.84931317879827	0.00208103054744222
Cep44	4.14151061581607	11.3488246093998	1.4543138944551	0.025850067439012
Cep55	6.6898950285658	3.82956206136008	-0.804804154879066	0.0501858946011862
Cep57	4.80751264882954	12.9211973312429	1.42637720378464	0.0395610173547062
