BRD4_UNSTIM	BRD4_2H	BRD4_24H
Ltn1	6688.4266	6766.8736	6063.27785
Ltv1	754.88125	861.13295	1114.618
Luc7l	2603.2118	2655.84245	3596.36545
Luc7l2	4802.2207	4779.8082	6199.5211
Luc7l3	8301.662	7177.951	10920.94135
Lum	13671.2285	10985.3664	16152.1803
Lurap1	3376.85045	3573.1787	5037.72805
Lurap1l	8093.8898	7085.7564	7425.5377
Luzp1	8363.7964	9174.65265	10338.0789
Lxn	1186.92725	1199.7282	1222.3081
Ly6e	602.5603	567.46005	952.14115
Lyar	2337.3934	2686.72645	3728.0589
Lyn	619.00745	729.2046	1059.64155
Lypd6b	3274.8446	2804.4294	2920.1674
Lypla1	7214.5838	9230.8252	6438.7599
Lypla2	3610.98925	3764.84925	5193.24275
Lyplal1	1027.7326	877.64285	1181.9801
Lyrm1	10514.0413	11255.69245	9384.8437
Lyrm2	1445.176	1256.62735	1948.9322
Lyrm7	2305.5629	2507.1169	2935.3485
Lyrm9	605.7865	565.1231	672.18565
Lysmd1	2929.9135	2991.9262	3465.1698
Lysmd2	1755.2096	2638.2317	2590.2491
Lysmd3	1880.1816	2029.28925	2226.50695
Lzic	2692.09775	2826.7717	3830.6859
Lztfl1	2837.043	3102.12975	3475.14915
Lztr1	2770.54625	2369.9218	3528.82815
Lzts2	16431.1141	15116.59645	22833.7804
M6pr	1122.63625	1129.639	1714.96385
Mab21l1	2685.7184	3468.79205	2649.0329
Mab21l2	371.5852	322.2519	451.4063
Mab21l3	2164.54575	1868.38775	3331.61115
Macrod1	5929.11965	6669.5495	8397.6182
Mad1l1	954.366	867.1644	1436.41995
Mad2l1	736.6724	758.3491	964.07375
Mad2l1bp	1758.62725	1343.2579	2664.70545
Mad2l2	2622.608	2924.8051	4439.06295
Madd	685.1706	619.8968	914.2272
Maea	3007.623	2397.5978	3595.8923
Maf	4670.8513	4286.2137	4898.8714
Maf1	7698.1773	7991.31235	11315.5458
Maff	10010.8078	9069.21945	14448.45005
Mafg	5784.4661	7081.7358	9792.26005
Mafk	5584.5833	4937.9126	7960.4118
Maged1	602.7067	624.64	1056.0423
Maged2	310.3039	247.4543	583.605
Maged2	310.3039	247.4543	583.605
Magee1	691.1366	612.57725	781.7377
Mageh1	167.78565	102.6056	280.64015
Magi1	4450.16475	5425.40025	5746.48275
Magi2	1429.3179	1257.56795	1944.2552
Magi3	1049.50515	1042.7475	1565.36695
Magix	3111.1174	3443.8181	4263.9435
Magoh	1845.1856	1828.02575	2165.2735
Magohb	801.21185	1082.4462	974.98725
Magt1	1492.14775	1414.47215	1712.52435
Mak16	7761.49935	6348.25705	9042.32175
Malsu1	1937.6067	1701.2291	2580.2068
Maml1	3493.0579	3348.4622	3874.57235
Maml3	2798.82615	2730.0782	4143.4336
Man1a1	1723.32945	1735.35165	2119.94405
Man1a2	910.2391	960.2162	1106.6593
Man1b1	3865.39015	4203.53925	6103.7629
Man1c1	3042.62425	4069.63975	5146.10545
Man2a1	2482.4767	1985.79485	2790.76695
Man2a2	4934.0173	5424.3259	7934.5517
Man2b1	3004.47145	3242.7213	4008.7624
Man2b2	1395.8294	1542.53415	2059.84595
Man2c1	1358.15855	1301.7183	1855.99795
Manba	4431.4877	4235.10185	6394.792
Manbal	3407.13395	3144.21755	4969.08745
Manf	2067.43935	2305.87075	2893.1066
Maoa	1010.03935	926.62175	1074.28075
Map1a	4914.1257	5013.94065	6223.64275
Map1b	4395.4515	5216.8899	5162.40905
Map1lc3a	7111.92205	6714.4396	9863.55005
Map1lc3b	11586.85995	10867.2787	16796.10965
Map1s	6156.94685	6303.6052	10973.15335
Map2k1	1823.16245	1874.0646	2349.5803
Map2k2	5699.17545	6706.44535	10291.79725
Map2k5	1172.74435	1109.3876	1479.432
Map2k7	3430.81895	3265.8589	4430.5497
Map3k1	2700.21085	2382.96315	2987.62295
Map3k10	2273.06645	1841.12255	4057.7342
Map3k11	14783.38325	14864.6358	19999.6182
Map3k12	3546.4412	3799.79955	5005.01745
Map3k13	1545.9891	1695.3902	1960.9238
Map3k14	8044.7002	6867.50865	13471.5737
Map3k2	4303.20015	3880.2623	7236.99295
Map3k3	2677.0728	2904.04625	3442.0087
Map3k4	8443.3682	6448.5706	10090.55165
Map3k5	2684.43365	2494.0832	2837.8565
Map3k6	1949.14695	2230.13585	2613.408
Map3k7cl	5817.2935	5122.83835	6368.3702
Map3k8	2008.4181	2127.5723	2753.32915
Map4	3930.0657	3621.3772	4894.717
Map4k2	4529.92095	4406.00675	5279.4497
Map4k3	3313.43045	2661.32255	3866.45525
Map4k4	15335.929	15615.63815	21192.31465
Map4k5	6072.9484	7068.1276	6439.5464
Map6	6968.3868	8750.3952	10291.30225
Map7d1	10097.4902	8646.4313	14755.18255
Map9	6364.0571	5983.787	5496.30065
Mapk1	3494.6383	4352.84875	3381.468
Mapk11	4918.11515	5044.75265	6996.5961
Mapk12	5243.1803	5062.4285	7329.32575
Mapk14	5231.9984	5211.77035	6464.13465
Mapk1ip1l	2398.6775	2844.8819	3063.73605
Mapk3	8177.35585	9307.51205	10566.2638
Mapk6	8944.1405	10702.79275	15538.50925
Mapk8	731.7341	672.6617	680.6742
Mapk8ip3	4280.64225	4981.82	5388.52185
Mapk9	1035.6577	1022.2856	1285.4206
Mapkap1	2412.18115	2162.4868	2851.27
Mapkapk2	3164.0583	3125.2412	4592.753
Mapkapk3	3761.1864	4382.19165	6303.7742
Mapkapk5	4940.2133	4145.03615	7259.58885
Mapkbp1	1810.50045	1750.65655	2320.43895
Mapre1	2180.7592	2637.9977	2791.74675
Mapre2	3019.15815	2769.2938	3959.34475
March2	7110.74965	6748.8963	9764.37315
March2	7110.74965	6748.8963	9764.37315
March3	3249.96275	3234.4642	3453.88905
March5	8853.21135	9352.81205	10070.88815
March6	1665.39475	1587.40285	1955.5389
March7	3679.46525	3129.56675	3573.9939
March8	1498.67	2051.47315	1991.4128
March9	2602.9047	3220.40815	3813.46315
Marcks	2738.7215	2319.5525	3900.25525
Marcksl1	1378.3271	1190.93385	2034.6494
Mark1	1086.1134	902.37815	1265.56845
Mark2	10604.466	10244.3157	13341.33815
Mark3	3712.46675	3968.66345	5097.13965
Mark4	892.7108	746.2116	1236.473
Mars	4952.80845	5437.9543	6886.58785
Marveld1	6801.8466	6306.8768	8635.24935
Masp2	2571.1269	2532.0355	3405.9578
Mast2	492.3946	672.4828	657.97635
Mast3	5873.8812	5750.1406	9713.6234
Mastl	796.47385	786.7939	1157.0783
Mat2a	10883.56905	8300.7882	12370.59715
Mat2b	2193.1117	2086.01415	2741.84115
Matr3	7509.0031	6483.8826	9472.3665
Mau2	2298.30745	2000.40615	3496.57335
Mavs	4112.2144	3149.3042	4846.1416
Max	2354.589	2818.9282	2635.5763
Maz	7449.7876	7182.38035	11444.22685
Mb21d2	2987.3232	3168.1944	3604.68355
Mbd1	2292.2134	2013.143	3240.9004
Mbd2	6030.69925	7460.7727	6312.14925
Mbd3	6685.95785	6325.7422	9427.5107
Mbd6	3844.6845	3866.4654	5622.6461
Mbip	1525.8212	1656.84055	1811.80645
Mblac1	2618.6915	2983.5246	3137.51235
Mblac2	1272.21225	1300.4643	1698.09655
Mbnl1	12680.85305	10801.5008	12316.0481
Mbnl2	8971.06685	8968.95765	11054.47055
Mboat1	4397.49855	5346.28985	5525.23585
Mboat2	229.0776	268.6584	323.7144
Mbp	118.8756	198.79865	134.53
Mbtps1	2289.19225	2440.9186	3177.0682
Mbtps2	532.0836	590.3737	710.16385
Mcam	4967.28105	5171.8959	7141.8154
Mcart1	5443.3284	5304.88395	7930.84285
Mcat	2685.1711	2991.59845	4320.4458
Mcc	438.2758	260.863	260.364
Mccc1	844.54665	845.2408	920.3193
Mccc2	694.463	683.70015	829.3672
Mcee	1463.0453	1622.7387	1988.2263
Mcfd2	11323.809	16593.5819	20623.4662
Mcl1	11107.24735	11859.30475	17392.33235
Mcm10	1523.06275	1689.11285	1876.66545
Mcm2	5574.1802	5444.24535	7569.21995
Mcm3	4243.1606	5304.3063	6332.64245
Mcm3ap	2752.3877	2640.4491	3896.3357
Mcm4	1193.4895	1021.63165	1324.4766
Mcm5	1802.13175	1811.4385	2533.5732
Mcm6	715.3414	692.81695	1010.90405
Mcm7	3244.6518	3494.99455	3987.88535
Mcm8	797.4511	1030.58715	1066.90665
Mcmbp	3492.51085	3700.8047	3688.1178
Mcoln1	3326.13155	2667.98695	4557.53635
Mcrs1	3609.07685	3654.495	5198.15435
Mcts1	1425.5883	1230.3863	1601.7086
Mcu	8781.54605	8029.6525	10240.56855
Mcur1	5243.8931	3894.29035	6447.3045
Mdc1	12591.44065	14166.3123	16447.1637
Mdfi	941.2366	815.93715	1523.1631
Mdfic	1894.9697	1670.9091	2459.3731
Mdga1	2422.4606	2452.13145	3350.72905
Mdga2	233.8146	374.5905	350.8506
Mdh1	872.61975	748.14345	1150.357
Mdh2	2413.35005	1956.0758	3204.45785
Mdm1	1419.9008	1412.5912	2383.60715
Mdm2	9757.88495	9910.67975	14921.4052
Mdm4	6950.78875	7441.33655	9061.56945
Mdp1	2883.62915	3755.60325	3715.2607
Me1	2800.2162	2242.8722	2438.2566
Me2	1717.77285	1679.2137	2405.349
Me3	8473.0691	8008.10415	8803.87475
Mea1	5395.60295	4785.18865	7770.51325
Meaf6	4464.2187	4879.0864	6606.351
Mecp2	1179.8315	982.10945	1062.8469
Mecr	1735.3063	1620.1062	2462.6632
Med1	2432.3314	2515.8256	3065.20605
Med10	676.5108	791.3247	854.3331
Med11	1471.0958	2195.1892	1829.0461
Med12	615.0684	659.91685	851.2714
Med13	5199.7212	5400.16365	5493.2069
Med14	1691.053	2208.55465	2100.95115
Med15	1999.0076	2203.17055	2287.78895
Med16	4408.1646	3950.40615	6781.73625
Med17	1887.5007	1673.0945	2478.0019
Med18	3717.10895	4237.01785	4798.4728
Med19	7233.0735	7067.0173	7364.8152
Med20	2411.28975	3139.87015	3411.29365
Med21	5237.36925	8647.1545	6966.58695
Med23	3797.54285	3552.0904	4171.2848
Med24	9846.32265	10379.3914	14961.81895
Med25	3989.4554	4075.07805	5599.6388
Med26	3908.4971	3913.21505	4770.78135
Med27	1032.5713	1033.8554	1422.80215
Med28	850.81295	873.8321	1163.50475
Med29	16428.65875	16236.59715	22354.7653
Med30	632.7191	465.66395	845.5092
Med31	4710.55375	4228.45495	5141.56885
Med4	3559.6839	2986.9223	4576.7385
Med6	1862.058	1726.9482	2382.92595
Med7	727.98775	907.40555	809.86975
Med9	2027.1739	1660.60325	3648.6902
Mef2a	3407.9911	3185.2188	3681.5836
Mef2d	9544.2193	8229.83525	14072.2961
Megf8	9975.65885	10685.38905	16481.36335
Megf9	3579.47445	2883.36785	2989.47545
Meis1	10539.12525	11301.14015	14719.45695
Meis2	3635.9373	3461.47325	5078.52055
Meis3	461.06645	349.07405	701.63145
Melk	835.2763	901.33265	1034.05515
Men1	7772.43615	7876.52955	9969.52905
Mepe	10549.02315	16086.1363	13518.18505
Mesdc1	5124.0194	5481.80725	8841.0159
Mesdc2	4981.2586	5043.77485	8349.1649
Metap1	1978.7697	2498.61935	2131.61055
Metap1d	1913.3963	1797.8583	1594.4874
Metap2	1566.9279	1547.93225	1943.85365
Metrn	4889.67	5726.569	7861.6562
Metrnl	18395.42135	21182.05875	22695.15725
Mettl10	5961.60375	5461.52775	6739.17195
Mettl13	1179.18925	1200.53515	1326.14605
Mettl14	1346.76895	1541.26205	1674.4582
Mettl15	1670.37005	1315.49395	2099.6537
Mettl18	847.61855	779.111	986.8317
Mettl23	8650.77205	8293.9033	11240.3394
Mettl25	1161.8866	1307.1086	1411.58835
Mettl2b	724.70105	826.6068	951.97665
Mettl3	2603.22555	2848.27955	3357.57765
Mettl4	1244.333	1206.1569	1852.6831
Mettl5	2820.0134	2714.4858	3303.1637
Mettl6	3057.86395	3575.541	3727.43085
Mettl7a	1841.72565	1471.115	2974.6744
Mettl9	12617.18415	12196.40285	12827.57785
Mex3b	1364.4748	1555.705	2358.8852
Mex3c	1940.4881	2737.5463	1872.3744
Mfap1a	4263.6588	4746.3736	5604.95625
Mfap3	962.062	1238.0866	1191.00375
Mfap5	9231.14205	5967.4831	9673.8285
Mff	1426.5767	1491.6871	1483.5753
Mfge8	3761.3136	4527.6465	5771.4482
Mfhas1	5676.9603	4768.0329	5821.73875
Mfn1	1559.30565	1691.2926	1730.83825
Mfn2	3213.9433	3587.45065	5036.40035
Mfsd1	827.6066	620.0879	1035.5297
Mfsd10	1540.0158	1807.7163	1988.15355
Mfsd11	8667.454	8716.04405	11492.3608
Mfsd12	7632.4767	7968.41995	11423.9263
Mfsd2a	3550.75245	5030.89455	4534.54825
Mfsd3	4636.25425	4044.3209	7383.3273
Mfsd5	5014.28005	4924.3884	8429.7266
Mfsd6	991.1325	755.4068	1173.4326
Mfsd7	1301.9713	1288.98265	1761.22615
Mfsd9	670.04025	777.5802	793.30425
Mgarp	2336.94285	2441.0701	3068.07815
Mgat1	9134.35585	10878.7638	10177.2807
Mgat2	3942.393	4632.00725	4432.8003
Mgat4b	4054.1446	3884.9539	6266.6967
Mgat5	577.7284	515.62335	807.8307
MGC105567	920.311	1031.3514	1012.165
MGC108823	518.58615	600.88205	505.63385
MGC116121	2716.6021	2739.4538	4104.8859
MGC94207	2854.75055	2624.29275	4320.9437
MGC94335	1453.0195	1915.07765	1857.38785
MGC95208	1306.2937	1164.8453	1349.8793
MGC95210	5621.2272	5348.47175	7505.2052
Mgea5	4305.89105	3687.05285	5565.75315
Mgll	5626.01885	5179.53545	7490.54615
Mgme1	1966.2961	1929.55915	2097.13785
Mgmt	1907.9172	1859.41205	3000.2492
Mgp	1971.6662	2215.86595	2033.76795
Mgrn1	4300.4906	3999.8132	6720.35625
Mgst1	268.7124	249.942	342.5136
Mgst2	4954.00785	4842.94365	7481.21995
Mgst3	1988.08285	2737.17375	2630.74175
Mia	5616.96425	6695.63365	9060.8612
Mib1	3231.81805	3241.25945	2985.69095
Mib2	3018.9002	2797.4889	3974.71485
Mical1	2725.57405	2208.9732	3264.96115
Mical2	31821.58545	32414.3368	38703.63175
Micalcl	12658.90485	14854.09465	19557.89755
Micb	2160.97395	1941.73405	3301.9643
Micu1	4399.48995	3711.44235	4868.12665
Micu2	1045.4537	1137.90805	1367.85385
Micu3	1001.87045	848.0974	1167.65485
Mid1ip1	2374.29465	2742.10785	3373.0789
Mid2	975.94915	1142.2478	1065.65905
Midn	16873.66465	17178.39265	29232.02585
Mief1	4792.97065	6047.7669	6796.3683
Mien1	1979.54255	1974.36205	2749.99285
Mier1	2443.8287	2729.56975	2222.54635
Mier2	1522.6293	1484.3762	2482.9211
Mif	4174.67365	3388.35555	6749.52005
Mif4gd	2289.50825	2148.05855	2804.9236
Mina	354.0544	335.0536	500.6662
Mink1	3221.8726	3333.5903	4146.46875
Minos1	4852.0947	4914.2256	6999.8774
Minpp1	1840.15015	2197.1175	2226.9215
Mios	1031.8479	1141.17715	1013.89655
Mipep	2459.8908	2312.6194	3148.10435
Mir125b2	29042.1254	46541.53285	29277.8954
Mir130a	3573.9843	3763.4234	4739.8094
Mir132	4869.50745	4697.40055	7406.45525
Mir143	29079.2988	29251.12355	41917.6619
Mir145	29068.3609	29214.8789	41880.6331
Mir155hg	3884.6312	4478.5584	4609.18015
Mir1949	6995.94355	6012.4385	8597.2061
Mir1956	2334.2494	2833.62795	3070.8293
Mir199a2	19501.4365	16909.522	27248.2738
Mir207	3343.3575	3587.0363	3842.09365
Mir21	37912.34075	58679.48055	79842.84365
Mir212	4910.5128	4739.94415	7489.75515
Mir214	18290.8552	15835.0851	24372.0012
Mir219-1	1608.25735	1910.39075	2303.08775
Mir22	7952.5893	10450.74605	10434.06925
Mir24-2	10152.1411	12666.80315	16525.72075
Mir27a	10173.41995	12723.87695	16566.5068
Mir301a	2868.72105	3293.30935	3083.9473
Mir3064	2866.6901	2672.85685	2410.63675
Mir3120	18266.6068	15818.52625	24347.26275
Mir320a	1038.30155	1390.0168	1633.82705
Mir3541	2896.8736	3044.9495	4075.41745
Mir3568	4169.52245	3830.6622	6889.80595
Mir3593	1366.19865	1213.25985	1587.71375
Mir3596c	8049.06305	8199.3189	10299.43975
Mir425	3420.09015	3222.9003	5341.16035
Mir5132	1664.66955	1526.58345	2118.3674
Mir568	5820.1713	5475.98835	6695.3021
Mir6326	8138.55695	10602.74845	10645.09655
Mir6328	9631.6844	10741.0562	13288.4249
Mir6334	1863.0858	1954.0571	2447.81285
Mir762	3989.1681	4137.88525	5657.6923
Mirlet7b	22906.4111	19454.08355	36076.10185
Mirlet7c-2	22954.3851	19497.0983	36217.20185
Mirlet7i	2472.66075	2619.49615	2918.05525
Mis18a	742.4185	610.48525	914.93425
Mis18bp1	472.3213	391.33355	692.8581
Mitd1	1396.08795	1575.351	1611.84475
Mitf	2503.95405	2826.752	3137.6759
Mk1	9363.5219	9614.4835	16051.71295
Mki67	5600.27655	5308.53145	6807.04305
Mkks	5988.2012	4640.37735	5417.2732
Mkln1	1907.94055	1669.44135	3304.56435
Mknk1	1561.1598	1591.9136	1843.3506
Mknk2	8387.28345	6777.70655	13477.91535
Mkrn1	1466.6918	1480.47515	2217.0062
Mkrn2	3331.8367	3068.5069	3643.363
Mks1	791.5292	636.4965	1254.7835
Mlec	2943.5478	3352.1023	4210.9889
Mlf2	5180.16005	5642.13775	8476.0219
Mlh1	1049.5762	992.8236	1493.4636
Mlh3	11625.7533	10629.8095	16733.1926
Mllt1	4926.45715	6484.6201	8377.4885
Mllt10	7430.60115	7510.0974	10387.2396
Mllt11	5636.29075	6172.17625	7434.0941
Mllt4	2408.3558	2529.40615	2401.517
Mlst8	5319.30945	6002.88895	7067.28545
Mlx	9466.86975	8277.20695	14831.7107
Mlycd	3805.25265	3502.80555	5896.04705
Mmaa	1712.78055	1298.0764	2104.60545
Mmachc	2246.1024	2304.6167	2769.1238
Mmadhc	15831.70175	9755.2919	9835.39405
Mmd	3320.86635	3205.91105	3778.86775
Mmgt1	2114.5601	1671.6867	1867.3445
Mmp11	2352.9998	2052.0481	3743.99575
Mmp14	10397.9071	13230.5816	15857.92605
Mmp15	1222.0746	1289.4142	1827.24525
Mmp16	1899.881	1519.4396	2145.4302
Mmp17	2353.3517	2412.82205	2600.89055
Mmp19	4770.2633	4553.0984	6637.7726
Mmp2	1643.11685	1440.9905	2829.2951
Mmp23	1928.15525	1862.913	2651.4558
Mmp28	3933.88865	2642.73015	4690.877
Mms19	18632.2361	22503.8984	27623.6341
Mms22l	930.40035	1044.1534	1166.44595
Mn1	424.52325	486.3868	541.03815
Mnat1	2687.0476	2896.2244	3062.43135
Mns1	407.1432	294.4332	630.4824
Mnt	7548.84295	8303.76075	11079.04625
Moap1	2064.0578	2240.46625	2762.4557
Mob1a	3095.43945	3005.89335	3965.3524
Mob1b	1652.06595	1843.71095	2050.94465
Mob2	15232.9591	11900.3293	17719.28535
Mob3a	10038.19925	9755.3792	15193.6312
Mob3b	5832.69845	4540.7409	7722.98925
Mob3c	1604.4581	1567.9231	1922.101
Mob4	4331.5084	3935.3658	5411.68135
Mocos	1705.358	1820.1789	2304.23355
Mocs1	4457.22405	4063.66115	7463.402
Mocs2	1205.42165	1468.9694	1602.6338
Mocs3	1757.8124	2444.168	2425.02315
Mok	8218.3553	8090.4483	13914.98235
Mon1a	1782.7516	2059.65415	2270.7136
Mon1b	1489.2237	1239.34835	1977.4649
Mon2	771.77415	693.79945	882.7513
Morc3	1276.5128	1303.7346	1447.7659
Morf4l1	3081.71735	2826.3564	4329.7931
Morf4l2	1126.1959	1110.43565	1416.45665
Morn1	2863.3453	2425.0451	3891.9299
Morn2	5156.05875	4587.7255	6790.99745
Morn4	3270.73295	3056.88655	3889.6759
Morn5	573.50485	656.63715	704.01125
Mospd1	1312.57535	807.00015	1059.2548
Mospd2	365.21135	239.5601	520.0703
Mospd3	5926.89555	4758.4296	8609.1084
Mov10	2892.4632	3785.90235	3452.00425
Mpc1	2243.0407	2348.82475	3179.19045
Mpc2	1268.3493	1106.46925	1594.618
Mpdu1	5822.68365	6076.3422	6824.5171
Mpdz	2771.76485	2713.22995	2781.76865
Mpg	2920.97005	2919.37155	4795.8728
Mphosph10	1554.1454	1719.6324	2049.8472
Mphosph6	887.6652	956.2787	1152.79605
Mphosph8	2086.9834	2063.05835	2634.7764
Mphosph9	2346.57285	2515.38845	3364.2011
Mpi	3833.2126	3649.039	4920.94405
Mplkip	1877.47735	1921.9735	2162.9268
Mpnd	6007.24425	5616.15425	9233.61495
Mpp2	1264.77025	1304.84385	1784.1699
Mpp3	418.8765	449.1048	753.15955
Mpp6	718.4023	1204.96775	957.13745
Mppe1	2991.99175	2314.11245	3878.96105
Mpped2	2987.68375	2795.90605	3237.6829
Mprip	17327.8854	17633.7374	19906.56285
Mpv17l	3109.57365	3008.5559	3982.77075
Mpv17l2	6942.32335	6862.58595	11369.1292
Mpzl1	2638.91	2574.81445	3724.4807
Mpzl3	1438.0184	1702.8321	1840.99565
Mr1	9417.682	10593.184	12528.70665
Mrc2	9178.81575	8591.5052	12623.96315
Mre11a	2132.258	2470.84695	2622.6321
Mreg	5622.9454	5474.4809	7247.09035
Mrfap1	1676.77015	1419.94215	2364.309
Mri1	8520.415	10176.1821	13619.7841
Mrm1	2525.40735	2536.8693	2778.37275
Mroh1	2965.63695	3229.1365	4059.34495
Mrpl1	1240.826	1479.03545	1253.7877
Mrpl10	3191.28745	3275.62825	4605.2053
mrpl11	6472.32355	6447.47385	9604.911
Mrpl12	4993.9121	4705.3775	6811.6832
Mrpl13	1555.80615	2103.0894	1832.49905
Mrpl14	1245.06605	1551.6984	1954.2074
Mrpl15	5590.60675	7933.65215	5373.1727
Mrpl16	2661.70035	1802.0898	2593.9164
Mrpl17	3091.05855	4415.9963	3961.97685
Mrpl18	1373.81785	1447.027	1776.56925
Mrpl19	1186.24805	1295.37305	1275.18005
Mrpl2	10924.86865	10871.7001	15437.25915
Mrpl20	5281.8029	4871.3676	7496.49575
Mrpl21	13633.2158	12189.42205	18235.43295
Mrpl22	3587.21955	4244.1289	5156.76505
Mrpl23	1226.16985	1474.78515	1713.5581
mrpl24	5795.4363	6597.93075	8142.33725
Mrpl27	1448.0979	1566.86525	1587.72165
Mrpl3	584.3643	583.98295	735.9619
Mrpl30	1103.52475	1124.13345	1318.8204
Mrpl32	1246.10455	1347.22695	1395.6988
Mrpl34	4708.47005	4285.717	6931.47815
Mrpl35	1762.2549	1553.49345	2156.79165
Mrpl37	2887.77445	3046.83	3955.0102
Mrpl38	6906.0433	6888.91275	11281.51975
Mrpl4	5481.404	5261.79835	7412.29615
Mrpl40	1184.07115	1144.781	1514.29875
Mrpl41	2208.0581	2196.64915	2687.70405
Mrpl42	2001.4274	2163.0972	1782.0654
Mrpl43	16958.35425	15476.8328	23794.78405
Mrpl44	4623.052	4916.85755	5745.06185
Mrpl45	7980.67005	7633.47715	10399.45165
Mrpl46	2200.7674	2627.3219	3325.02825
Mrpl47	1153.1007	1166.4408	1275.57055
Mrpl48	2771.8677	2620.8966	3068.884
Mrpl49	9984.5811	11361.4	12935.9758
Mrpl50	897.8596	832.7207	1221.3926
Mrpl51	3772.78235	4374.6783	5931.86235
Mrpl52	6236.6821	6821.43285	8984.52655
Mrpl54	3765.43255	3098.69265	5634.29465
Mrpl55	2967.6726	3781.02485	3775.0283
mrpl9	1068.5046	1312.2638	1595.1052
Mrps11	2163.2078	2552.1561	3302.63695
Mrps12	3094.25205	3029.55665	4600.34515
Mrps14	2709.6488	2564.98275	3362.3131
Mrps15	2660.40505	2245.08545	3484.6932
Mrps16	1521.73965	1302.91	1856.4243
Mrps17	692.5297	523.3146	821.69895
Mrps18a	1764.22725	1364.8579	2364.40545
Mrps18b	5510.76545	6291.9006	7137.17885
Mrps18c	1846.8049	2129.1825	2402.90735
Mrps2	2980.2605	2886.54455	5167.0795
Mrps21	6046.1426	6223.3985	7720.23005
Mrps21	6046.1426	6223.3985	7720.23005
Mrps22	711.4315	764.2738	929.683
Mrps23	10514.8182	8295.3033	18170.7636
Mrps24	2642.39025	3089.5506	3044.67175
Mrps25	1093.6621	1140.80905	1345.08875
Mrps26	708.6551	566.6362	1048.72795
Mrps27	5397.32685	6263.12395	7426.39765
Mrps30	724.06845	672.30705	693.98775
Mrps31	1749.56975	1542.9395	2451.77925
Mrps34	5066.73925	5968.55675	6687.4669
Mrps35	1335.58455	1545.13065	1591.54165
Mrps36	2248.43735	2337.4329	3002.51055
Mrps5	2005.2737	1421.6066	2578.5107
Mrps7	2475.64085	2949.56375	3071.7502
Mrps9	2677.34435	2781.0187	3062.4736
Mrrf	2404.2818	2473.9922	2510.536
Mrs2	980.67705	972.10775	1363.86045
Mrto4	2352.9612	2280.09675	2448.25575
Mrvi1	17063.9356	15199.09285	26152.64265
Mrvi1	17063.9356	15199.09285	26152.64265
Ms4a7	4810.73225	3369.8144	3145.3202
Msantd1	2919.53885	2447.56675	4191.99475
Msantd3	890.5165	1072.69825	1297.22125
Msantd4	868.1937	764.8809	1103.9616
Msh2	2944.53075	3520.65055	4599.3947
Msh3	850.1243	1108.4757	878.231
Msh5	3327.7466	3705.77415	5254.0499
Msl1	14182.52075	13955.146	20981.78005
Msl3	717.4324	837.51405	954.50095
Msln	3827.73395	4614.7082	6325.3872
Msmo1	6268.94155	9847.9786	8228.1825
Msn	7450.74555	10638.14355	6874.8918
Msra	1025.44575	992.206	1657.49255
Msrb1	1932.1294	1992.79905	2777.791
Msrb2	459.0808	402.8351	788.6451
Msto1	3447.1968	3260.1397	3453.0475
Msx1	2042.7931	1903.0327	2812.81775
Mt2A	2135.68055	1863.03525	3501.243
Mta1	10357.72795	9284.35155	15302.05115
Mta2	22799.22995	25732.0601	29528.71455
Mtap	10407.73165	19495.30725	12154.8409
Mtbp	1555.80615	2103.0894	1832.49905
Mtch1	5617.43165	6389.6593	9092.07295
Mtch2	3648.6606	3290.7904	3459.92395
Mtdh	1693.5269	1764.2272	1643.9819
Mtf1	1510.47705	1697.71185	1983.4217
Mtf2	1696.4175	1477.6812	1994.96785
Mtfmt	3808.86525	3632.771	4978.26715
Mtfp1	1494.7331	1662.0966	1989.1948
Mtfr1l	4972.52615	5313.56345	7411.3654
Mtg2	2438.6262	2045.88075	3403.86475
Mthfd1	3418.96285	2873.4399	4051.4385
Mthfd1l	938.70915	968.01965	1466.8197
Mthfd2	2942.98755	2915.81625	3918.3101
Mthfd2l	5036.33925	5311.8248	5567.8711
Mthfs	1128.0115	1209.0332	1338.9238
Mtif2	1860.0642	1848.6337	2170.99965
Mtif3	765.1477	601.7725	1143.93425
Mtm1	1085.0107	738.2853	1416.2827
Mtmr1	873.41065	747.2024	1230.91955
Mtmr10	3872.90875	4604.78625	4123.509
Mtmr11	6942.99525	5637.4636	7124.70295
Mtmr12	1858.35055	1720.9087	2064.88165
Mtmr14	861.23385	504.56465	934.57975
Mtmr2	3109.22455	3212.90985	2853.31865
Mtmr3	3886.17985	3403.1841	5068.79755
Mtmr4	7604.2959	7075.2274	8980.2515
Mtmr6	2251.492	2208.60415	2802.22055
Mtmr9	1611.73155	2007.03755	2044.0298
Mto1	3320.48365	3462.93545	3993.32085
Mtor	1234.9366	1825.5035	1402.91645
Mtpap	1638.03405	1966.90295	2050.2674
Mtpn	3119.69175	4436.15345	2891.8349
Mtr	2286.25485	2086.647	3090.9203
Mtrf1l	4298.2933	4688.99335	4283.66605
Mtrr	1019.0481	945.1433	1059.8472
Mtss1	21944.7468	19794.22875	24012.53355
Mtss1l	7632.2405	5379.7779	12042.1434
Mturn	2853.0111	2969.29735	3763.1588
Mtx1	4826.09175	5027.2732	7411.30795
Mtx2	672.3103	694.4935	1009.5153
Mul1	1529.05795	1691.7637	2192.6931
