PDGF_2H_LOW	PDGF_2H_MEAN	PDGF_2H_HIGH	PDGF_24H_LOW	PDGF_24H_MEAN	PDGF_24H_HIGH
SMAD3	0.0063357517502401	0.0127080655149452	0.0184634377190127	0.0475339154635934	0.0521177119592741	0.0570708539277067
YY1	0.0118484942605595	0.015897331552726	0.0200399810046733	0.0775314618537563	0.0807159452928561	0.083580142916686
KLF3	0.00370299041352972	0.0130497919336884	0.0221593934667382	0.115986786853688	0.123364083473265	0.130387197395075
EGR3	0.00292012331205017	0.0123686096789848	0.022172903504071	0.0979894877008529	0.104028245470114	0.109876216959721
RFX5	0.00751104444067572	0.0152128556197595	0.0223239439542656	0.0306799800091171	0.0368869897482468	0.0433812534296542
RARA	0.00894033672898592	0.0158549219735496	0.0233532570341944	0.0297942456212595	0.0360968515882991	0.0421359521917558
TEF	0.00557748071438239	0.014776978187577	0.0246755190723959	-0.147384423056473	-0.138695683505349	-0.130328951421276
RELA	0.0153496130807056	0.0208972374811424	0.0266181687987097	0.0440639536168232	0.0488092404370063	0.0535035605385008
STAT3	0.0198252986312036	0.0237189114077015	0.0275364696997727	0.0459851000801429	0.0492571463799557	0.0520489311066917
ID1	0.00489141665135631	0.0157685601191146	0.0276752211524184	-0.063603815533033	-0.0536767097086659	-0.0432780842897596
RARG	0.00869610096889971	0.0184756728705064	0.0285202851062351	0.0264657734109398	0.0337840574943921	0.0416696774068331
IRF3	0.0134094192535395	0.0213004325611145	0.0285411673375105	-0.0084362755074385	-0.00143112491729637	0.00491417129410057
NOTCH1	-0.000207743089840568	0.0145743964111522	0.0298742278183954	-0.0355860221715693	-0.0240537424451928	-0.0118232317760341
DEAF1	0.00835667020230822	0.0195973769550735	0.0310752008045289	0.0801262715738015	0.0882925828887462	0.0962603362985791
HSF2	0.00774458150250521	0.0195893361745111	0.031573499130644	-0.0956108829218826	-0.0845258162152511	-0.0738625869862348
TCF3	0.0192617877503965	0.0255733863114007	0.0319404852058227	-0.0103974846859813	-0.00441959723083945	0.00112574260788695
CREB3L2	0.00284629097047018	0.0177677239856812	0.0327380007831005	0.0676788226290544	0.0798789948152183	0.0911766791556783
FOXO1	0.021509075575124	0.0274912458600987	0.0338604228721126	-0.0803510394664892	-0.0750643434174947	-0.0696079122825515
NFKB2	0.0096474475225094	0.0227271509008315	0.0349688419491747	0.0452009227192352	0.055481560948177	0.0650413962171444
MLX	-0.0121158127075204	0.0113597536765023	0.0350714598647116	0.0491129685198226	0.0663064454525975	0.0833011082133538
EGR2	0.0210082892785256	0.027900933133012	0.0356524299377345	0.0760217492477977	0.0813545007387302	0.0864293416073516
AHR	0.00965450124712334	0.0226915259853038	0.0359256490744505	0.0888293086080473	0.0991345223432662	0.109140318263817
MAFF	0.022022712851319	0.0299622717605412	0.0378387812560942	-0.073250929603035	-0.0662454953190911	-0.0594150245425264
NR2F6	0.0106112186411985	0.0247812013433744	0.0382826042143109	0.00669944389442232	0.0176005709789339	0.0283813283845129
RXRA	0.0241690144458594	0.0317540678550938	0.0388364530238639	0.013735633828346	0.0200735360273269	0.0268357552287391
DBP	0.0157334024318753	0.0276509759166648	0.039832720861813	-0.118896905416076	-0.108182651693331	-0.0975167333270103
FOXC1	0.0261159746307073	0.0333924868195468	0.0401245509108592	-0.14177080873186	-0.135079450314386	-0.128234904806354
ETS1	0.0286210356119806	0.0351324606539922	0.0409935829530595	0.0365922506869838	0.0415851977274871	0.0466747916697842
THRB	0.0175779682487101	0.0299369437337912	0.0412924767160782	0.0465940203449859	0.0562008775870102	0.0655378947437238
NR2F2	0.0246890204884318	0.0329560211636341	0.0422499551362915	0.0309479468827694	0.0380527371734646	0.0453046256549788
ESRRA	0.0293677942577847	0.0360252552413049	0.0424606572733775	0.022339218878893	0.0280923211389252	0.0330245906175908
GLIS2	0.025137473353852	0.0335685107573634	0.0424826829617243	-0.0641030184384882	-0.0570714366549363	-0.0488647765547799
NR3C1	0.0215097015068199	0.0314703078951217	0.0426552592909285	-0.0671412147419833	-0.0575618948635392	-0.0477454564335818
RXRB	0.0188860535038211	0.0311618675334944	0.0429277917194351	0.0192645036311356	0.0292458563039996	0.0398302882887432
STAT6	0.0311490078728375	0.0387686311969385	0.0460067057789707	-0.0626494714717007	-0.0561134946914735	-0.0496672589408404
MEIS1	0.0268466083225126	0.036867456491816	0.0464627759008633	-0.0241858700312835	-0.0161368540660045	-0.00825672989318081
FOXP1	0.0336598781344853	0.0403714184781031	0.0467375464611296	-0.135460930639391	-0.129244020714664	-0.123470099309263
BCL6	0.0343904977822755	0.0405151990630328	0.0469552877083487	-0.0957532243590443	-0.0901361369416354	-0.0847593673272806
ZFP91	0.0216866994936119	0.0344016634935011	0.0469610265936578	-0.0295534706770416	-0.0177991585832867	-0.00593182285794691
IRF1	0.0320668798893503	0.0392883800266476	0.0472376820564091	-0.0807163251234118	-0.0741922089014776	-0.0674207239881754
ZBTB7A	0.0129916050072798	0.0287365033865919	0.0472655985768387	0.0904975142446229	0.10350256820676	0.115700286399918
ZFPM1	0.0173051227834867	0.0324782959585994	0.0475689600451119	0.0100225127816087	0.0229842204685784	0.0367293597195358
FOXJ2	0.0372751026893945	0.0434990530813017	0.0500112959408329	-0.140450748210467	-0.134252590888987	-0.127494256020526
FOXC2	0.033488956249774	0.0420712607321882	0.0501296603672496	-0.165526659473213	-0.157668904674274	-0.149438869176361
SOX4	0.0348266495060443	0.0430896798230601	0.0513744313493798	-0.105132947126888	-0.09702355113537	-0.0892922225772949
SREBF1	0.0234258305414824	0.0366306195795041	0.0517160198427987	0.0390599104586657	0.0511965759624141	0.0635883101865483
BHLHE40	0.0219563227419445	0.0372283532570582	0.0518661726107273	0.0191764418159785	0.0312806378691917	0.0434610956380084
RUNX1	0.0277154458949508	0.0397394714828508	0.051991912663612	0.0175844824348921	0.0274511432176824	0.0375580705941094
IRF7	0.0315874980365467	0.0420843217488034	0.0525424580929291	-0.108517102325097	-0.0990167005566645	-0.089560815212268
ERF	0.0314811147944831	0.0432948201000611	0.0545974069031165	0.0470676480024303	0.0555870217548865	0.065399706582206
THRA	0.011714725688298	0.0339789751479601	0.0552391892671678	0.0325440240201961	0.0516924634299053	0.0691990298185854
GATA2	0.0193437360541014	0.0373789446141931	0.0553996811444002	-0.173509740198317	-0.15635287059448	-0.1385677085466
HMGA2	0.00524891345117837	0.0286671876299723	0.0558755969773745	-0.250257604309405	-0.224437944772428	-0.201858670019431
ARNTL	0.0166135176453629	0.0358071158387073	0.0562384678444277	0.0738313493548913	0.0890769454589177	0.104209083816491
IRF9	0.0295343172801196	0.042986262389847	0.0571403906150696	-0.0693567931710884	-0.0562610381424976	-0.0438709265756688
MAFK	0.0424489612550007	0.0502341670174148	0.0573723782467661	-0.0436061317074741	-0.0374225751495438	-0.0302181754473066
TGIF1	0.0316351884981143	0.0440661958696317	0.057473131003649	-0.0363771310043391	-0.025605011303846	-0.0149484847011388
TBX2	0.0383208644040523	0.0481063718176256	0.0581550459872059	-0.0254664586685951	-0.0162113244095556	-0.00758988421394466
ZFP422	0.0335430758613407	0.0455071525328109	0.0587921879208311	-0.149446049591978	-0.137937378296837	-0.125608656922022
SF1	0.0342344795181014	0.0470355383726499	0.0600635188415321	-0.00277369672498799	0.00847181465676101	0.0190299497645842
ELK3	0.0322337581127349	0.0462774887719209	0.0607349860321865	0.0636374183966439	0.0730875525067342	0.0827860136968271
SOX9	0.0490036895398664	0.0554118745703599	0.0612878890646147	-0.124829154982519	-0.118742800834986	-0.112469757245849
CEBPB	0.0243918699070872	0.0417452198281243	0.0615579826843688	-0.147028803259854	-0.130137489524635	-0.113641582023679
MAFG	0.0358478912199688	0.0482763646545229	0.061566009467407	0.00269843769751383	0.0135892541118097	0.0236733473356924
GATA6	0.0300297936200158	0.0475142229612356	0.0638226787877835	-0.143775746444025	-0.12717107352814	-0.107585288662117
MNT	0.0227757289444868	0.043504061418703	0.0639828897728998	0.0544067597562135	0.0690222534463426	0.0844377172792035
ATF6	0.0115563645886468	0.0377432739195021	0.064997845099696	0.0252643757481636	0.0456279199154041	0.0673022411062482
ATF7	0.0183704020937484	0.0415681735344207	0.0659170127387657	-0.0450746401201292	-0.023784936199413	-0.00315406870408936
SMAD7	0.0326283423581893	0.048906612684542	0.065988437281443	-0.119370356304945	-0.104817107720267	-0.0916500746963398
ATF4	0.0409487081579165	0.0543474602073744	0.0675543879385358	0.0123918890503377	0.0240870756327821	0.0352692058043791
SOX12	0.050920422953283	0.0594496584790935	0.0681922418147672	-0.122821089257836	-0.115007693179322	-0.10629950226242
ZBTB38	0.0369633933878804	0.0519744177508305	0.0685478917308164	-0.0390188793287607	-0.0243386452268633	-0.0112669572052936
OSR1	0.0403506745028177	0.0547513495284915	0.0690571139809207	-0.0496181242004347	-0.0378374446262911	-0.0259111766212355
PRRX2	0.0383839447353062	0.0544085496758649	0.0696065800971445	-0.190731285691617	-0.175416579709046	-0.160854089342666
CREB3	0.0386318122851982	0.0546958664977097	0.0712556535734382	0.00414683699316234	0.0176323824429755	0.0309534873456989
NR1D1	0.0352071273673539	0.0540405781710558	0.07149980166994	-0.0726135891940498	-0.0559836603728725	-0.0403685594165806
PBX1	0.0449289595203735	0.0590703553809579	0.0716405898599147	-0.155813557585867	-0.142843466551409	-0.130298099801166
NFIL3	0.0323452447839376	0.0523594717410743	0.0718034826651904	-0.15666039563607	-0.137747891110019	-0.120327612156394
ETV4	0.0447930431144297	0.0589262820525704	0.0728833903915218	0.0683814374067987	0.0775244254256848	0.087225735884941
MEF2D	0.0441105493065703	0.0613680872999716	0.0773390373980722	-0.229530518042952	-0.214872048066617	-0.200409420147851
HNF1B	0.0525304473321094	0.0660067077050482	0.0813027469821131	-0.195912528438903	-0.181566162715942	-0.1670260814747
PRRX1	0.0495878640843396	0.0659228871593318	0.0817873778830443	-0.219869884683321	-0.203479031150971	-0.188536583919314
HEY2	0.0397639674266878	0.0612372196864777	0.0825361318625615	0.0917467891654322	0.106566025694119	0.123007192984245
HOXA2	0.0520333222519722	0.0692565869124733	0.0874939685418184	-0.159741057422634	-0.142183021888442	-0.126038942993283
CEBPD	0.0205531380483253	0.0541386918122756	0.0883069014522543	-0.118495278239689	-0.0880211441029047	-0.0586298214048253
JUND	0.0843029662908002	0.0911575223891282	0.0976471248184893	-0.00349172753994353	0.00252057108592824	0.00845963998965144
MYC	0.0740979771217048	0.0870873748067506	0.100842999619411	-0.00731266186623516	0.00391820090859851	0.0151191903808405
NFE2L2	0.0923392233185595	0.105119601317112	0.117067395273659	0.0261641738651096	0.0365278652340566	0.047744447831494
JUN	0.125238030473654	0.134596074372926	0.143785808450632	0.00534110211833978	0.0135160240464014	0.0215730111587968
CAP1	0.14229647224695	0.159287507495374	0.174481216216147	-0.0596179577838386	-0.0455160947346425	-0.0307968991954815
FOSL2	0.156749146799481	0.168273681305343	0.180197666936314	0.0228620761252645	0.0332072328559913	0.0435529801931946
JUNB	0.170202587102897	0.182053447862271	0.193441217577312	0.031795588587134	0.0427483042334518	0.0528077279279567
FOSL1	0.170231590318126	0.182394428525315	0.195083458157375	0.0548062489211363	0.0655814258774691	0.0772951859396869
